Timestamp (UTC),Device Tag,Channel Description,Raw Value,Calibration,Offset,Calibrated Value,Sensor Type,Unit,Location Lat,Location Long
2023-03-22T07:04:50Z,mil-bin01,Distance to Top,978,1,0,978,,mm,-34.187008,142.165156
2023-03-22T06:04:28Z,mil-bin01,Distance to Top,924,1,0,924,,mm,-34.187008,142.165156
2023-03-22T05:04:35Z,mil-bin01,Distance to Top,952,1,0,952,,mm,-34.187008,142.165156
2023-03-22T04:04:35Z,mil-bin01,Distance to Top,899,1,0,899,,mm,-34.187008,142.165156
2023-03-22T03:04:43Z,mil-bin01,Distance to Top,893,1,0,893,,mm,-34.187008,142.165156
2023-03-22T02:04:51Z,mil-bin01,Distance to Top,1089,1,0,1089,,mm,-34.187008,142.165156
2023-03-22T01:04:23Z,mil-bin01,Distance to Top,1240,1,0,1240,,mm,-34.187008,142.165156
2023-03-22T00:04:08Z,mil-bin01,Distance to Top,1247,1,0,1247,,mm,-34.187008,142.165156
2023-03-21T23:04:07Z,mil-bin01,Distance to Top,1235,1,0,1235,,mm,-34.187008,142.165156
2023-03-21T22:04:24Z,mil-bin01,Distance to Top,1319,1,0,1319,,mm,-34.187008,142.165156
2023-03-21T19:04:22Z,mil-bin01,Distance to Top,891,1,0,891,,mm,-34.187008,142.165156
2023-03-21T18:04:05Z,mil-bin01,Distance to Top,885,1,0,885,,mm,-34.187008,142.165156
2023-03-21T17:04:05Z,mil-bin01,Distance to Top,893,1,0,893,,mm,-34.187008,142.165156
2023-03-21T15:04:03Z,mil-bin01,Distance to Top,975,1,0,975,,mm,-34.187008,142.165156
2023-03-21T14:04:20Z,mil-bin01,Distance to Top,975,1,0,975,,mm,-34.187008,142.165156
2023-03-21T13:04:27Z,mil-bin01,Distance to Top,936,1,0,936,,mm,-34.187008,142.165156
2023-03-21T11:04:10Z,mil-bin01,Distance to Top,871,1,0,871,,mm,-34.187008,142.165156
2023-03-21T10:04:09Z,mil-bin01,Distance to Top,945,1,0,945,,mm,-34.187008,142.165156
2023-03-21T09:04:33Z,mil-bin01,Distance to Top,941,1,0,941,,mm,-34.187008,142.165156
2023-03-21T08:05:19Z,mil-bin01,Distance to Top,960,1,0,960,,mm,-34.187008,142.165156
2023-03-21T07:04:08Z,mil-bin01,Distance to Top,922,1,0,922,,mm,-34.187008,142.165156
2023-03-21T06:04:08Z,mil-bin01,Distance to Top,990,1,0,990,,mm,-34.187008,142.165156
2023-03-21T04:04:31Z,mil-bin01,Distance to Top,929,1,0,929,,mm,-34.187008,142.165156
2023-03-21T03:03:58Z,mil-bin01,Distance to Top,993,1,0,993,,mm,-34.187008,142.165156
2023-03-21T02:04:57Z,mil-bin01,Distance to Top,931,1,0,931,,mm,-34.187008,142.165156
2023-03-21T01:04:39Z,mil-bin01,Distance to Top,1103,1,0,1103,,mm,-34.187008,142.165156
2023-03-21T00:05:27Z,mil-bin01,Distance to Top,1156,1,0,1156,,mm,-34.187008,142.165156
2023-03-20T23:04:11Z,mil-bin01,Distance to Top,1042,1,0,1042,,mm,-34.187008,142.165156
2023-03-20T21:04:12Z,mil-bin01,Distance to Top,1033,1,0,1033,,mm,-34.187008,142.165156
2023-03-20T20:05:02Z,mil-bin01,Distance to Top,1032,1,0,1032,,mm,-34.187008,142.165156
2023-03-20T19:04:09Z,mil-bin01,Distance to Top,1031,1,0,1031,,mm,-34.187008,142.165156
2023-03-20T18:03:54Z,mil-bin01,Distance to Top,1029,1,0,1029,,mm,-34.187008,142.165156
2023-03-20T17:04:09Z,mil-bin01,Distance to Top,1032,1,0,1032,,mm,-34.187008,142.165156
2023-03-20T16:04:10Z,mil-bin01,Distance to Top,1032,1,0,1032,,mm,-34.187008,142.165156
2023-03-20T15:04:02Z,mil-bin01,Distance to Top,1029,1,0,1029,,mm,-34.187008,142.165156
2023-03-20T14:04:07Z,mil-bin01,Distance to Top,1032,1,0,1032,,mm,-34.187008,142.165156
2023-03-20T13:04:00Z,mil-bin01,Distance to Top,1029,1,0,1029,,mm,-34.187008,142.165156
2023-03-20T12:04:01Z,mil-bin01,Distance to Top,1029,1,0,1029,,mm,-34.187008,142.165156
2023-03-20T11:04:33Z,mil-bin01,Distance to Top,1032,1,0,1032,,mm,-34.187008,142.165156
2023-03-20T10:04:07Z,mil-bin01,Distance to Top,1028,1,0,1028,,mm,-34.187008,142.165156
2023-03-20T09:03:52Z,mil-bin01,Distance to Top,1028,1,0,1028,,mm,-34.187008,142.165156
2023-03-20T08:04:07Z,mil-bin01,Distance to Top,1030,1,0,1030,,mm,-34.187008,142.165156
2023-03-20T07:04:23Z,mil-bin01,Distance to Top,1228,1,0,1228,,mm,-34.187008,142.165156
2023-03-20T06:03:50Z,mil-bin01,Distance to Top,1213,1,0,1213,,mm,-34.187008,142.165156
